loss,mae,val_loss,val_mae,epoch
0.15991976857185364,0.3428589701652527,0.04387115687131882,0.15366649627685547,0
0.04013315960764885,0.15127921104431152,0.03161304071545601,0.11971083283424377,1
0.03805478662252426,0.13957148790359497,0.031107716262340546,0.11755822598934174,2
0.033281464129686356,0.13163918256759644,0.0301373228430748,0.11177583783864975,3
0.03307415917515755,0.1321217268705368,0.030598808079957962,0.11607956141233444,4
0.03454438969492912,0.13224279880523682,0.029710784554481506,0.11099798232316971,5
0.033090729266405106,0.12772342562675476,0.02982141077518463,0.11099949479103088,6
0.03316435590386391,0.12794961035251617,0.02974526956677437,0.11123064905405045,7
0.03132614493370056,0.12085925787687302,0.029962848871946335,0.11233614385128021,8
0.03319986164569855,0.12960846722126007,0.02975395880639553,0.11162906885147095,9
0.032485995441675186,0.12668004631996155,0.030109325423836708,0.11395761370658875,10
0.03422437235713005,0.13292165100574493,0.03019905276596546,0.11162667721509933,11
0.031788021326065063,0.12510187923908234,0.030495574697852135,0.11635769158601761,12
0.03291362524032593,0.1257360577583313,0.029446527361869812,0.11030717194080353,13
0.03281770274043083,0.12905316054821014,0.029901819303631783,0.11115125566720963,14
0.03125806525349617,0.12548211216926575,0.029977861791849136,0.11188226193189621,15
0.032057326287031174,0.12402115017175674,0.03024888038635254,0.11155859380960464,16
0.03173287957906723,0.12586753070354462,0.029502935707569122,0.11106565594673157,17
0.02998160943388939,0.11934845894575119,0.029940498992800713,0.11349540203809738,18
0.03266189619898796,0.12652826309204102,0.029976237565279007,0.11135632544755936,19
0.035074956715106964,0.1309185028076172,0.03043610230088234,0.11564609408378601,20
0.032604265958070755,0.12400967627763748,0.02970156818628311,0.11113599687814713,21
0.03113274648785591,0.12073227018117905,0.029616400599479675,0.11080246418714523,22
0.030939245596528053,0.11997609585523605,0.02938837558031082,0.11009369790554047,23
0.032059986144304276,0.12450126558542252,0.029534177854657173,0.11160217970609665,24
0.030964268371462822,0.12241506576538086,0.030059173703193665,0.11234293133020401,25
0.03337359055876732,0.12631888687610626,0.029671145603060722,0.11216272413730621,26
0.02968861348927021,0.11816801130771637,0.02907371148467064,0.10861065983772278,27
0.03220473602414131,0.1254608929157257,0.029466530308127403,0.1108713448047638,28
0.030604375526309013,0.11981886625289917,0.02970997802913189,0.11178569495677948,29
0.030253443866968155,0.11946777254343033,0.029133828356862068,0.1100723072886467,30
0.032921768724918365,0.1265016347169876,0.02898305468261242,0.10901355743408203,31
0.03077196329832077,0.11646103113889694,0.02946282923221588,0.11281534284353256,32
0.03012087009847164,0.11886991560459137,0.02841806225478649,0.10750780254602432,33
0.030809447169303894,0.11908509582281113,0.02929418906569481,0.11014673113822937,34
0.031496528536081314,0.122993603348732,0.029371194541454315,0.11259680241346359,35
0.03175364062190056,0.1256384402513504,0.029394902288913727,0.111634761095047,36
0.030089061707258224,0.12077606469392776,0.02928055264055729,0.10914130508899689,37
0.03213951736688614,0.1259813904762268,0.02973005920648575,0.11349810659885406,38
0.028914915397763252,0.11439191550016403,0.029035471379756927,0.11006094515323639,39
0.032450996339321136,0.12731648981571198,0.028944646939635277,0.10917495936155319,40
0.029838927090168,0.11777917295694351,0.028926825150847435,0.11097704619169235,41
0.03112245909869671,0.12018177658319473,0.02868092805147171,0.10956822335720062,42
0.028836935758590698,0.11825696378946304,0.02828112430870533,0.1090325340628624,43
0.030017083510756493,0.12218724936246872,0.027696100994944572,0.10469363629817963,44
0.029525287449359894,0.11569013446569443,0.032083407044410706,0.12610632181167603,45
0.029886171221733093,0.11756417155265808,0.030005911365151405,0.11145550012588501,46
0.031048618257045746,0.12489287555217743,0.028092291206121445,0.10753627866506577,47
0.028157629072666168,0.11548775434494019,0.027861671522259712,0.10631416738033295,48
0.030360044911503792,0.12145757675170898,0.027976512908935547,0.1105765625834465,49
0.028846312314271927,0.11612348258495331,0.026498664170503616,0.10334750264883041,50
0.029794931411743164,0.11569312959909439,0.026168955489993095,0.1008392944931984,51
0.02629558928310871,0.10602056980133057,0.026711933314800262,0.10651420056819916,52
0.030116409063339233,0.11791142076253891,0.02652857080101967,0.10266943275928497,53
0.0276957880705595,0.11203116178512573,0.027423501014709473,0.10381463170051575,54
0.028884761035442352,0.11377300322055817,0.02658395655453205,0.1042909100651741,55
0.029535314068198204,0.11316490918397903,0.02637266181409359,0.10058818012475967,56
0.027916202321648598,0.11160710453987122,0.026831209659576416,0.10360914468765259,57
0.028660601004958153,0.11567763984203339,0.026334621012210846,0.10298241674900055,58
0.029409902170300484,0.11714915186166763,0.027558457106351852,0.10839127749204636,59
0.02942548505961895,0.1167144924402237,0.0272576455026865,0.10493006557226181,60
0.029458513483405113,0.11666123569011688,0.027630599215626717,0.10554968565702438,61
