loss,mae,val_loss,val_mae,epoch
0.27946972846984863,0.4605838358402252,0.20529106259346008,0.417525976896286,0
0.19544053077697754,0.40216735005378723,0.14001694321632385,0.32456669211387634,1
0.1327306181192398,0.30505022406578064,0.09242930263280869,0.23243485391139984,2
0.10706905275583267,0.2596434950828552,0.06287234276533127,0.18228647112846375,3
0.07157528400421143,0.2052994668483734,0.04509391635656357,0.15490485727787018,4
0.05892599746584892,0.1816815733909607,0.03954761102795601,0.14736893773078918,5
0.04782482609152794,0.16700991988182068,0.036044374108314514,0.13778658211231232,6
0.0402904637157917,0.14557494223117828,0.03592265397310257,0.13874942064285278,7
0.03832594305276871,0.1406497359275818,0.03917761519551277,0.15142260491847992,8
0.03800457715988159,0.13800616562366486,0.03971684351563454,0.15390652418136597,9
0.042012181133031845,0.1486968696117401,0.03554500266909599,0.14042183756828308,10
0.03516848385334015,0.13339605927467346,0.03493544086813927,0.13888336718082428,11
0.03323367238044739,0.11975692957639694,0.03731047734618187,0.14797784388065338,12
0.04111798480153084,0.1437763124704361,0.03436265513300896,0.1370294690132141,13
0.033481039106845856,0.12567421793937683,0.03204711154103279,0.1265987902879715,14
0.03628125041723251,0.13243652880191803,0.031609490513801575,0.12495768815279007,15
0.035370830446481705,0.13655279576778412,0.03198302909731865,0.12734274566173553,16
0.03345301002264023,0.123283252120018,0.033922821283340454,0.13595598936080933,17
0.030188962817192078,0.11922220140695572,0.0354541577398777,0.1417636126279831,18
0.03349575027823448,0.12267078459262848,0.03508342057466507,0.14047183096408844,19
0.028950165957212448,0.11578556150197983,0.03355622664093971,0.13453716039657593,20
0.033387962728738785,0.1264783889055252,0.03186299279332161,0.12668445706367493,21
0.031025631353259087,0.12143266201019287,0.03256985545158386,0.12965629994869232,22
0.03162768483161926,0.11889199167490005,0.035018447786569595,0.1395912915468216,23
0.02926848642528057,0.11478552222251892,0.035975951701402664,0.14297063648700714,24
0.03135181590914726,0.12403956800699234,0.03677217289805412,0.14563144743442535,25
0.03148527815937996,0.12021049857139587,0.03362871706485748,0.13412529230117798,26
0.030936850234866142,0.11630360782146454,0.030934641137719154,0.12186557054519653,27
0.030276553705334663,0.11855189502239227,0.03036397323012352,0.11867141723632812,28
0.031655967235565186,0.12230447679758072,0.03122786618769169,0.12329884618520737,29
0.02851674146950245,0.11277840286493301,0.033644095063209534,0.13386796414852142,30
0.027703631669282913,0.11253440380096436,0.036500103771686554,0.1444828063249588,31
0.02937684766948223,0.11577101051807404,0.03595239669084549,0.14272475242614746,32
0.03023102879524231,0.11700299382209778,0.03540217503905296,0.14090906083583832,33
0.02981383726000786,0.11604486405849457,0.03561972826719284,0.14173823595046997,34
0.02844352275133133,0.10944513231515884,0.03621833026409149,0.14390067756175995,35
0.030015788972377777,0.11507222056388855,0.03527931123971939,0.14068330824375153,36
0.029045309871435165,0.1135936751961708,0.03423568606376648,0.13666632771492004,37
0.0285052340477705,0.10993269830942154,0.03250592574477196,0.12979917228221893,38
0.026867179200053215,0.10872846841812134,0.03194258734583855,0.12750276923179626,39
0.02779056690633297,0.11212193965911865,0.031684499233961105,0.1263945996761322,40
0.028745481744408607,0.11182188242673874,0.032460786402225494,0.12970945239067078,41
0.027705678716301918,0.11095082014799118,0.03187526762485504,0.1270122528076172,42
0.029111241921782494,0.1126471757888794,0.03202620521187782,0.12742775678634644,43
0.027072276920080185,0.10736896842718124,0.0327889658510685,0.13038800656795502,44
0.03074510022997856,0.11578369140625,0.03383593261241913,0.13417352735996246,45
0.027064338326454163,0.10661165416240692,0.035527218133211136,0.13989955186843872,46
0.02818555012345314,0.11034203320741653,0.03614535927772522,0.14183226227760315,47
0.027432328090071678,0.10999844968318939,0.034186799079179764,0.13468724489212036,48
