loss,mae,val_loss,val_mae,epoch
0.24182987213134766,0.4569844901561737,0.23477160930633545,0.45142072439193726,0
0.2326861470937729,0.4469626247882843,0.22385218739509583,0.43939968943595886,1
0.21975363790988922,0.4323413372039795,0.2087671011686325,0.4222201704978943,2
0.20321355760097504,0.4123910665512085,0.1885567456483841,0.398051381111145,3
0.18117690086364746,0.3841041624546051,0.1611311286687851,0.36252811551094055,4
0.15263402462005615,0.34367796778678894,0.12605459988117218,0.3109689950942993,5
0.11869295686483383,0.2902786135673523,0.08810308575630188,0.2439403235912323,6
0.0895053893327713,0.23830659687519073,0.05980601906776428,0.1860228329896927,7
0.07191041111946106,0.20841950178146362,0.0471356064081192,0.15965965390205383,8
0.0643368661403656,0.19548015296459198,0.04045945033431053,0.14342914521694183,9
0.057012975215911865,0.18288369476795197,0.03666295111179352,0.13286328315734863,10
0.053588349372148514,0.17581802606582642,0.03371329605579376,0.12509050965309143,11
0.05099904537200928,0.17131035029888153,0.032171595841646194,0.12169205397367477,12
0.05069027468562126,0.16899943351745605,0.029993746429681778,0.11393824219703674,13
0.0461486354470253,0.16082803905010223,0.02878791093826294,0.10922172665596008,14
0.04301949217915535,0.15534275770187378,0.028501352295279503,0.10933326929807663,15
0.04536188766360283,0.15856815874576569,0.02866891399025917,0.11163148283958435,16
0.04292970895767212,0.15421462059020996,0.028307894244790077,0.1103864386677742,17
0.042380090802907944,0.15311004221439362,0.027792327105998993,0.10803227871656418,18
0.043015606701374054,0.1559150218963623,0.027365291491150856,0.10577774047851562,19
0.04328406974673271,0.1536378264427185,0.027233807370066643,0.10518251359462738,20
0.04258345067501068,0.15055005252361298,0.027346504852175713,0.10632804036140442,21
0.04131927713751793,0.14968498051166534,0.027121342718601227,0.10519281774759293,22
0.04329511523246765,0.15290887653827667,0.02736891247332096,0.10718561708927155,23
0.041266415268182755,0.14934203028678894,0.027147408574819565,0.10589326173067093,24
0.04094291850924492,0.1493712216615677,0.02697565406560898,0.10476822406053543,25
0.040060997009277344,0.14747628569602966,0.027097417041659355,0.1057683527469635,26
0.04102911427617073,0.14748026430606842,0.02700081653892994,0.10520448535680771,27
0.039466213434934616,0.14497104287147522,0.02715831995010376,0.10639537125825882,28
0.038292158395051956,0.14186608791351318,0.027255870401859283,0.10720913857221603,29
0.04046064615249634,0.14787371456623077,0.027040401473641396,0.10588335245847702,30
0.03914332389831543,0.14496922492980957,0.026743927970528603,0.1034921184182167,31
0.04124496504664421,0.14533430337905884,0.027067814022302628,0.10616637021303177,32
0.0378856360912323,0.14162728190422058,0.027113333344459534,0.10681015998125076,33
0.03728584572672844,0.13976895809173584,0.026728365570306778,0.10398587584495544,34
0.03817655146121979,0.14216549694538116,0.026706133037805557,0.10390128940343857,35
0.03736569359898567,0.13899743556976318,0.027001818642020226,0.10628674924373627,36
0.03747637942433357,0.13941051065921783,0.026569616049528122,0.10273227840662003,37
0.03838185593485832,0.14204879105091095,0.026505455374717712,0.10175979882478714,38
0.036549173295497894,0.13875910639762878,0.02656308375298977,0.10279494524002075,39
0.03795606270432472,0.14105232059955597,0.02678515762090683,0.104853056371212,40
0.03807685524225235,0.13992933928966522,0.0264911912381649,0.10224267095327377,41
0.0374143049120903,0.1394461989402771,0.026615235954523087,0.10359574109315872,42
0.036459147930145264,0.13717465102672577,0.026545019820332527,0.10285990685224533,43
0.03649873659014702,0.13667258620262146,0.026691636070609093,0.10417485982179642,44
0.03704831749200821,0.13765566051006317,0.026638222858309746,0.10358435660600662,45
0.037452179938554764,0.13847316801548004,0.026623893529176712,0.10351633280515671,46
0.03676905110478401,0.13701856136322021,0.026581160724163055,0.10314904153347015,47
0.03602169081568718,0.13537625968456268,0.026708140969276428,0.10434550791978836,48
0.03564397245645523,0.13490940630435944,0.02671590819954872,0.10436821728944778,49
0.03526923805475235,0.13320401310920715,0.026786981150507927,0.1050354614853859,50
0.0359131284058094,0.13752326369285583,0.026805484667420387,0.105208620429039,51
